anime_id,score,watching_status,watched_episodes
37171,0,1,0
20583,8,1,5
777,0,1,4
37991,0,1,4
40748,0,1,0
235,8,1,0
339,0,1,1
16742,0,1,0
47,8,2,1
16201,6,2,13
11111,9,2,12
11701,8,2,1
11285,7,2,8
31478,7,2,12
1689,7,2,3
3841,10,2,104
2167,10,2,23
4181,0,2,24
34437,6,2,1
1575,10,2,25
2904,10,2,25
1,10,2,26
5,0,2,1
2025,7,2,25
6880,8,2,12
1535,8,2,37
2994,9,2,2
2471,9,2,1787
223,10,2,153
813,10,2,291
790,8,2,23
2759,7,2,1
3784,10,2,1
3785,7,2,1
317,8,2,1
5114,9,2,64
132,7,2,49
918,10,2,201
15335,10,2,1
9969,10,2,51
34096,10,2,12
28977,10,2,51
245,9,2,43
263,9,2,75
8074,6,2,12
28825,10,2,12
578,10,2,1
431,9,2,1
36124,6,2,12
14719,10,2,26
20899,10,2,24
26055,10,2,24
31933,9,2,39
2130,6,2,25
35860,9,2,12
38993,9,2,12
1604,9,2,203
32281,9,2,1
22535,0,2,24
28851,9,2,1
16782,8,2,1
43,8,2,1
467,9,2,26
24415,8,2,25
1887,8,2,24
32182,7,2,12
19,10,2,74
20,10,2,220
1735,10,2,500
7592,8,2,24
30276,10,2,12
34134,8,2,12
1943,8,2,1
437,7,2,1
527,8,2,276
20159,8,2,4
30240,7,2,12
199,9,2,1
3786,8,2,1
16498,7,2,25
35760,8,2,12
38524,9,2,10
40028,8,2,16
30,10,2,26
32,8,2,1
170,8,2,101
3588,8,2,51
9253,9,2,24
30484,9,2,23
38826,9,2,1
885,10,2,1
26,8,2,22
523,9,2,1
4224,8,2,25
508,8,2,296
543,0,2,1
37779,8,2,12
481,7,2,224
1195,6,2,13
28223,0,3,2
1412,0,3,10
38691,7,4,5
35222,0,4,1
33255,0,4,2
31646,0,6,0
36308,0,6,0
35120,0,6,0
38668,0,6,0
32648,0,6,0
11061,0,6,0
48926,0,6,0
4898,0,6,0
16353,0,6,0
34599,0,6,0
48483,0,6,0
323,0,6,0
770,0,6,0
13601,0,6,0
35466,0,6,0
24,0,6,0
48583,0,6,0
45055,0,6,0
