anime_id,score,watching_status,watched_episodes
55644,0,1,10
51009,0,1,21
21,0,1,1087
37885,0,1,51
22199,0,2,24
24833,0,2,22
30654,0,2,25
33513,0,2,1
9919,0,2,25
11737,0,2,1
11266,0,2,1
33506,0,2,12
34465,0,2,2
38572,0,2,12
5081,0,2,15
20543,0,2,1
32379,0,2,12
34055,0,2,12
10218,0,2,1
12113,0,2,1
12115,0,2,1
34572,0,2,170
48585,0,2,1
889,0,2,12
4901,0,2,5
1519,0,2,12
18767,0,2,12
32502,0,2,6
269,10,2,366
1686,0,2,1
2889,0,2,1
4835,0,2,1
8247,0,2,1
762,0,2,1
41467,10,2,13
53998,0,2,13
834,0,2,1
40060,0,2,12
31964,0,2,13
51781,0,2,2
33486,0,2,25
36456,0,2,25
38408,0,2,25
41587,0,2,25
49918,0,2,25
36896,0,2,1
38699,0,2,2
39565,0,2,1
44200,0,2,1
42603,0,2,2
33929,0,2,1
35459,0,2,1
34566,0,2,293
28755,0,2,1
32365,0,2,1
33080,0,2,5
41468,0,2,3
44511,0,2,12
1818,10,2,26
34437,10,2,1
1575,10,2,25
8728,0,2,1
12685,0,2,1
34438,0,2,1
34439,0,2,1
34440,0,2,1
2904,10,2,25
1,0,2,26
5,0,2,1
4037,0,2,1
42310,0,2,10
1482,0,2,103
32370,0,2,13
37103,0,2,3
34103,0,2,1
32189,0,2,12
33028,0,2,11
16592,0,2,13
35849,0,2,24
6880,0,2,12
10418,0,2,1
1535,10,2,37
2994,10,2,2
1726,0,2,12
35120,0,2,10
552,0,2,54
1313,0,2,50
2962,0,2,2
2398,0,2,1
2961,0,2,1
25687,0,2,1
32108,0,2,1
32551,0,2,1
34299,0,2,1
34962,0,2,1
36466,0,2,1
2397,0,2,1
38088,0,2,1
1132,0,2,50
3031,0,2,1
859,0,2,48
2606,0,2,1
874,0,2,51
3032,0,2,1
3033,0,2,1
33314,0,2,52
2123,0,2,1
8624,0,2,30
10444,0,2,24
11385,0,2,25
38668,0,2,12
37520,0,2,24
38691,0,2,24
48549,0,2,11
50612,0,2,1
40852,0,2,11
223,0,2,153
225,0,2,64
987,0,2,1
6033,0,2,97
22777,0,2,61
11359,0,2,1
502,0,2,1
891,0,2,1
892,0,2,1
893,0,2,1
30694,10,2,131
36946,0,2,1
48903,0,2,1
813,0,2,291
894,0,2,1
895,0,2,1
896,0,2,1
897,0,2,1
898,0,2,1
899,0,2,1
900,0,2,1
901,0,2,1
902,0,2,1
903,0,2,1
904,0,2,1
905,0,2,1
906,0,2,1
14837,0,2,1
25389,0,2,1
986,0,2,1
985,0,2,1
984,0,2,2
12231,0,2,1
5152,0,2,1
10017,0,2,1
28121,0,2,13
32887,0,2,12
37348,0,2,1
42192,0,2,25
50002,0,2,25
226,0,2,13
376,0,2,1
38671,0,2,24
40956,0,2,24
6702,0,2,175
22043,0,2,102
12049,0,2,1
17535,0,2,1
30778,0,2,1
35972,0,2,51
34662,0,2,25
33047,0,2,10
37651,0,2,3
34321,0,2,1
38085,0,2,1
38086,0,2,1
41497,0,2,1
38084,0,2,21
40206,0,2,1
356,0,2,24
22297,0,2,12
28701,0,2,13
27821,0,2,1
10087,0,2,13
11741,0,2,12
317,0,2,1
2952,0,2,1
408,0,2,1
6151,0,2,1
38664,0,2,1
121,0,2,51
5114,0,2,64
6421,0,2,4
430,0,2,1
9135,0,2,1
918,0,2,201
7472,0,2,1
15335,0,2,1
9969,0,2,51
15417,0,2,13
34096,0,2,12
35843,0,2,13
36838,0,2,12
37491,0,2,14
39486,0,2,1
44087,0,2,2
28977,0,2,51
32366,0,2,2
37349,0,2,12
39576,0,2,1
27631,0,2,13
10470,0,2,1
20583,0,2,25
32935,0,2,10
25303,0,2,1
29755,0,2,1
30364,0,2,1
35110,0,2,1
35111,0,2,1
40262,0,2,2
28891,0,2,25
38883,0,2,13
40776,0,2,12
35321,0,2,1
35806,0,2,1
21855,0,2,5
41911,0,2,24
48505,0,2,24
270,10,2,13
777,10,2,10
11077,0,2,3
11617,0,2,12
24703,0,2,12
34281,0,2,12
15451,0,2,12
8074,0,2,12
967,0,2,109
1356,0,2,43
431,0,2,1
11061,0,2,148
13271,0,2,1
19951,0,2,1
249,0,2,167
452,0,2,1
450,0,2,1
451,0,2,1
449,0,2,1
6811,0,2,26
4886,0,2,1
14719,0,2,26
20899,0,2,24
26055,0,2,24
31933,0,2,39
37991,10,2,39
48661,0,2,12
51367,0,2,12
53273,0,2,14
40748,10,2,24
48561,0,2,1
40221,0,2,13
1604,0,2,203
8532,0,2,1
33,0,2,25
18679,0,2,24
21659,0,2,2
38000,0,2,26
40456,0,2,1
51019,0,2,11
49926,0,2,7
47778,0,2,11
32281,0,2,1
12031,0,2,38
17389,0,2,39
40682,0,2,26
50160,0,2,26
35776,0,2,1
33082,0,2,1
33191,0,2,4
9260,0,2,1
31757,0,2,1
31758,0,2,1
30831,0,2,10
32937,0,2,10
467,0,2,26
1566,0,2,1
10090,0,2,1
801,0,2,26
32268,0,2,12
37984,0,2,24
11771,10,2,25
16894,0,2,25
24415,0,2,25
32869,0,2,1
32870,0,2,1
32871,0,2,1
31658,0,2,1
19669,0,2,1
22125,0,2,1
29583,0,2,1
17259,0,2,1
34784,0,2,1
31051,0,2,1
16916,0,2,1
207,0,2,13
206,0,2,27
17265,0,2,25
23321,0,2,25
34599,0,2,13
36862,0,2,1
41084,0,2,12
22097,0,2,5
31741,0,2,13
18115,0,2,25
14513,0,2,25
20785,0,2,26
32900,0,2,1
11761,0,2,12
14527,0,2,12
10620,0,2,26
16762,0,2,1
32182,0,2,12
37510,0,2,13
50172,0,2,12
39651,0,2,1
17074,0,2,26
164,0,2,1
23755,10,2,24
35946,0,2,1
46420,0,2,1
30347,0,2,2
38198,0,2,1
50315,0,2,1
53911,0,2,1
41491,0,2,24
34577,0,2,24
36923,0,2,1
39701,0,2,24
31722,0,2,4
30016,0,2,13
34414,0,2,12
34533,0,2,1
20,10,2,220
442,0,2,1
936,0,2,1
2144,0,2,1
1074,0,2,1
10659,0,2,1
761,0,2,1
2248,0,2,1
10686,0,2,1
1735,10,2,500
19511,0,2,1
2472,0,2,1
4437,0,2,1
6325,0,2,1
8246,0,2,1
10589,0,2,1
13667,0,2,1
594,0,2,1
7367,0,2,1
15689,0,2,4
11597,0,2,11
19815,0,2,12
33674,0,2,1
20507,10,2,12
30503,0,2,13
30885,0,2,2
25161,0,2,1
9999,0,2,1
31490,0,2,1
50410,0,2,1
4155,0,2,1
8740,0,2,1
12859,0,2,1
459,0,2,1
460,0,2,1
461,0,2,1
462,0,2,1
463,0,2,1
464,0,2,1
465,0,2,1
2107,0,2,1
3848,0,2,1
38234,0,2,1
32051,0,2,1
36215,0,2,1
16239,0,2,1
19123,0,2,1
15323,0,2,1
31289,0,2,1
37902,0,2,1
33338,0,2,1
32437,0,2,1
1238,0,2,1
1237,0,2,1
5252,0,2,1
466,0,2,1
1094,0,2,1
30276,0,2,12
34134,0,2,12
39705,0,2,6
31772,0,2,6
31704,0,2,1
2966,0,2,13
5341,0,2,12
6007,0,2,1
29803,10,2,13
35073,0,2,13
37675,0,2,13
48895,0,2,13
31181,0,2,12
35247,0,2,7
5530,10,2,25
14407,0,2,1
21473,0,2,1
24543,0,2,1
31149,0,2,1
10588,0,2,25
13587,0,2,1
24075,0,2,12
26359,0,2,1
36023,0,2,26
39591,0,2,2
38431,0,2,2
31645,0,2,1
3366,0,2,26
44961,0,2,24
37345,0,2,24
527,0,2,276
40351,0,2,136
1564,0,2,192
9107,0,2,84
14093,0,2,24
17873,0,2,20
17115,0,2,14
1565,0,2,191
528,0,2,1
1117,0,2,1
1118,0,2,1
1119,0,2,1
1120,0,2,1
1121,0,2,1
1122,0,2,1
1526,0,2,1
2201,0,2,1
2847,0,2,1
4026,0,2,1
6178,0,2,1
7695,0,2,1
10740,0,2,1
9917,0,2,1
12671,0,2,1
16680,0,2,1
21569,0,2,1
25805,0,2,1
31231,0,2,1
34540,0,2,1
36927,0,2,1
34034,0,2,146
19291,0,2,93
31592,0,2,47
23301,0,2,4
53874,0,2,11
20159,0,2,4
13601,0,2,22
23281,0,2,11
39491,0,2,8
21339,0,2,1
31240,0,2,25
38414,0,2,1
36286,0,2,1
39587,0,2,13
42203,0,2,12
12067,0,2,1
45,0,2,94
46,0,2,1
401,0,2,2
11441,0,2,2
44,0,2,4
33255,0,2,120
19469,0,2,1
34612,0,2,24
40542,0,2,6
38249,0,2,1
1254,0,2,114
1256,0,2,1
1258,0,2,1
10687,0,2,1
3515,0,2,6
1257,0,2,13
1253,0,2,12
1260,0,2,1
1255,0,2,1
28215,0,2,13
1259,0,2,1
6171,0,2,13
9130,0,2,13
15775,0,2,2
15771,0,2,1
199,0,2,1
31229,0,2,12
36803,0,2,1
154,0,2,64
3861,0,2,5
7724,0,2,22
10083,0,2,2
1357,0,2,3
38659,0,2,12
16498,10,2,25
23775,0,2,1
23777,0,2,1
18397,0,2,3
25777,10,2,12
36702,0,2,1
35760,10,2,12
38524,10,2,10
19285,0,2,1
42091,0,2,1
25781,0,2,2
36106,0,2,3
40028,10,2,16
51535,10,2,2
48583,10,2,12
169,0,2,12
30,0,2,26
32,0,2,1
28171,0,2,24
31327,0,2,2
40902,0,2,13
32282,0,2,13
34480,0,2,2
35788,0,2,12
36962,0,2,1
36949,0,2,12
39940,0,2,12
44942,0,2,12
49618,0,2,10
55454,0,2,5
3588,0,2,51
5226,0,2,26
35847,0,2,12
9253,0,2,24
30484,0,2,23
37492,0,2,1
11577,0,2,1
32188,0,2,1
10863,0,2,1
34152,0,2,1
11757,0,2,25
36475,0,2,12
21881,0,2,24
31765,0,2,1
36474,0,2,24
39597,0,2,12
40540,0,2,11
20021,0,2,1
42916,0,2,1
50275,0,2,1
