anime_id,score,watching_status,watched_episodes
6547,0,1,0
38186,0,1,0
38003,0,1,1
48549,0,1,0
51417,0,1,2
17729,0,1,0
54362,7,1,2
39586,8,1,2
27989,0,1,0
54035,0,1,0
33209,0,1,0
40842,0,1,0
35413,0,1,0
44524,0,1,6
51219,6,1,5
41514,0,1,1
40530,0,1,0
12413,0,1,0
51009,0,1,19
52990,0,1,6
54714,0,1,2
31798,5,1,3
38080,0,1,0
51958,0,1,0
41109,5,1,5
31741,0,1,0
18115,0,1,0
14513,0,1,0
11981,0,1,0
52955,0,1,0
48417,0,1,1
52973,0,1,0
48483,0,1,0
50172,0,1,1
30307,0,1,0
50593,0,1,0
46422,0,1,0
51105,7,1,1
38483,0,1,0
51297,0,1,0
34561,0,1,0
23277,6,1,3
13759,0,1,0
11499,0,1,0
35851,0,1,0
8675,0,1,0
52991,9,1,4
34086,0,1,0
32093,0,1,0
40356,0,1,4
53393,0,1,3
54918,0,1,6
50307,0,1,0
33478,0,1,0
37987,0,1,0
35968,0,1,0
37786,5,1,2
39547,0,1,0
46431,0,1,0
18753,0,1,0
33161,0,1,0
49574,0,1,24
54112,0,1,9
52034,10,2,11
5525,6,2,25
31646,8,2,22
36793,7,2,12
37956,8,2,12
38101,7,2,12
39783,8,2,12
41457,9,2,11
48569,8,2,12
33337,8,2,12
11759,7,2,24
53751,6,2,1
37403,7,2,50
30123,8,2,12
31173,8,2,12
22199,6,2,24
25013,8,2,24
22729,7,2,12
27655,5,2,12
22147,9,2,13
9989,7,2,11
11433,8,2,12
11111,7,2,12
24833,9,2,22
30654,9,2,25
33513,7,2,1
21995,8,2,12
36882,3,2,13
40507,3,2,12
50205,5,2,8
28249,7,2,25
38572,5,2,12
38328,3,2,12
32827,8,2,12
37994,6,2,6
36873,7,2,10
28805,9,2,1
34636,10,2,24
39195,8,2,12
40935,7,2,12
50854,8,2,12
20787,6,2,13
37498,7,2,1
22547,4,2,13
11633,9,2,10
33985,3,2,12
49596,8,2,24
47917,10,2,12
31043,7,2,12
31964,8,2,13
33486,9,2,25
36456,8,2,25
38408,9,2,25
41587,6,2,25
49918,9,2,25
39565,8,2,1
35262,8,2,1
42603,7,2,2
52578,10,2,12
21405,8,2,12
25839,6,2,24
28755,8,2,1
21437,6,2,13
31478,9,2,12
32867,9,2,12
34944,7,2,1
1689,6,2,3
37435,9,2,24
44511,9,2,12
28999,9,2,13
10800,9,2,25
14397,9,2,25
37379,9,2,24
4181,8,2,24
34437,7,2,1
1575,9,2,25
2904,9,2,25
11703,5,2,13
42310,9,2,10
12549,7,2,12
35849,8,2,24
38656,7,2,11
15583,6,2,12
19163,6,2,10
53613,7,2,12
6880,5,2,12
1535,8,2,37
28223,8,2,12
29589,8,2,24
9379,8,2,12
10638,7,2,1
35120,8,2,10
37982,6,2,12
21743,8,2,12
36525,3,2,12
37520,6,2,24
38691,7,2,24
50612,8,2,1
40852,7,2,11
223,8,2,153
225,6,2,64
6033,8,2,97
22777,8,2,61
30694,8,2,131
36946,8,2,1
813,9,2,291
903,7,2,1
904,7,2,1
905,7,2,1
906,7,2,1
14837,9,2,1
25389,8,2,1
12231,6,2,1
31339,8,2,12
28121,8,2,13
32887,8,2,12
37347,7,2,12
40454,7,2,12
44983,7,2,1
47164,5,2,11
37348,8,2,1
51321,8,2,1
226,8,2,13
38671,8,2,24
40956,7,2,24
34321,6,2,1
38085,0,2,1
38086,8,2,1
38084,9,2,21
40206,9,2,1
25537,9,2,1
33049,9,2,1
33050,10,2,1
22297,9,2,12
28701,9,2,13
27821,9,2,1
10087,7,2,13
11741,4,2,12
9367,6,2,12
18001,5,2,12
38680,9,2,25
40417,9,2,25
41120,8,2,11
5114,9,2,64
41025,8,2,20
49709,8,2,20
48760,6,2,12
2890,8,2,1
34280,6,2,12
28907,9,2,12
31637,9,2,12
39533,3,2,11
23079,4,2,13
39463,8,2,13
37349,7,2,12
38807,6,2,1
39576,6,2,1
268,9,2,6
17895,9,2,24
37105,9,2,12
10793,6,2,22
38830,3,2,12
20583,9,2,25
32935,10,2,10
