anime_id,score,watching_status,watched_episodes
31646,9,1,10
32998,7,1,6
1,9,1,16
32979,8,1,11
32696,6,1,5
32948,8,1,9
918,10,1,95
32648,6,1,3
31988,9,1,11
14753,6,1,3
32682,5,1,1
33,7,1,15
33051,8,1,11
33263,8,1,2
33197,6,1,9
30757,4,1,12
31764,6,1,7
32962,6,1,9
32729,7,1,4
32542,6,1,9
33433,6,1,6
9874,4,1,2
32673,6,1,3
32899,6,1,5
33094,7,1,10
32995,7,1,4
7669,3,2,1
8481,8,2,3
6408,8,2,1
30868,9,2,1
30123,8,2,12
31173,8,2,12
31483,8,2,1
22199,6,2,24
29513,4,2,1
22729,8,2,12
27655,6,2,12
17901,5,2,1
32828,8,2,12
22147,7,2,13
30206,6,2,1
30056,4,2,7
31771,9,2,12
24531,5,2,3
6547,8,2,13
10067,8,2,1
9062,6,2,2
9989,8,2,11
15039,6,2,1
11433,6,2,12
11111,8,2,12
11701,7,2,1
24833,7,2,22
30654,9,2,25
28405,5,2,1
19759,5,2,1
21995,9,2,12
24151,8,2,2
30205,5,2,12
31754,4,2,1
18893,7,2,12
24919,7,2,1
24921,7,2,1
7647,8,2,13
14373,6,2,1
477,8,2,13
29893,10,2,3
962,9,2,26
5244,8,2,1
3297,10,2,13
4772,8,2,1
2563,9,2,1
28249,6,2,25
31128,4,2,1
13863,4,2,1
6166,6,2,12
9618,4,2,1
29998,4,2,1
14669,7,2,1
66,8,2,26
659,6,2,1
2251,8,2,13
3901,7,2,3
6347,7,2,13
8516,7,2,13
9471,6,2,2
28805,8,2,1
5081,9,2,15
22789,8,2,12
32947,6,2,11
20787,4,2,13
12079,6,2,1
7059,8,2,1
11285,8,2,8
31043,8,2,12
31964,8,2,13
10719,7,2,12
14967,7,2,12
14027,6,2,1
10897,5,2,1
21405,7,2,12
24913,7,2,1
28755,7,2,1
14345,6,2,12
17677,8,2,1
31478,6,2,12
32867,7,2,12
1689,8,2,3
17269,7,2,1
10012,7,2,12
12187,6,2,1
15927,6,2,1
3087,7,2,1
25431,4,2,8
28999,7,2,13
31553,7,2,1
10800,9,2,25
14397,9,2,25
18745,5,2,1
14741,8,2,12
16934,6,2,1
15687,5,2,6
18671,6,2,12
21797,5,2,6
23237,5,2,7
27601,6,2,1
2167,9,2,23
1723,6,2,1
4181,10,2,24
6351,9,2,1
4059,9,2,1
30383,6,2,13
1575,9,2,25
8142,7,2,1
14317,5,2,1
13807,1,2,1
15037,5,2,4
514,4,2,3
5941,9,2,50
22839,7,2,1
20031,7,2,12
23383,7,2,1
17827,4,2,12
30127,5,2,12
31683,4,2,1
11843,8,2,12
12893,5,2,6
17121,7,2,1
2025,8,2,25
15583,5,2,12
19163,5,2,10
22961,7,2,1
17641,4,2,1
14353,7,2,1
1535,9,2,37
28223,8,2,12
24031,5,2,12
5177,7,2,2
31163,5,2,12
2665,5,2,1
2670,5,2,1
2654,5,2,1
2393,5,2,1
2656,5,2,1
2392,5,2,1
28121,6,2,13
6746,9,2,24
8408,7,2,2
27833,8,2,12
23199,7,2,12
30191,8,2,1
27831,8,2,12
4789,8,2,12
2924,9,2,12
28221,6,2,12
31070,4,2,6
2759,8,2,1
3784,10,2,1
3785,7,2,1
7465,7,2,1
12565,6,2,1
22297,8,2,12
28701,8,2,13
31389,5,2,1
27821,8,2,1
10087,10,2,13
11741,10,2,12
5178,5,2,1
227,6,2,6
31376,8,2,12
32954,5,2,9
5114,10,2,64
4725,8,2,12
24765,7,2,12
17679,7,2,1
25183,5,2,12
18229,7,2,12
21039,7,2,12
30925,6,2,1
23703,6,2,1
28907,6,2,12
31637,6,2,12
23289,8,2,12
16918,7,2,11
19363,8,2,11
7472,9,2,1
15335,9,2,1
19115,8,2,1
14131,8,2,12
18617,9,2,1
32740,6,2,1
15811,7,2,6
18619,7,2,1
16199,5,2,2
25907,6,2,1
23079,3,2,13
27631,4,2,13
