anime_id,score,watching_status,watched_episodes
5525,6,1,7
25397,4,1,9
49520,6,1,5
8676,6,1,9
5081,8,1,11
9513,8,1,43
34572,8,1,54
31478,6,1,4
1536,6,1,8
4981,9,1,11
2167,7,1,9
1818,9,1,8
25731,7,1,19
2025,7,1,15
28121,6,1,3
6746,7,1,9
790,8,1,5
32901,3,1,5
6702,6,1,14
1571,6,1,6
918,6,1,3
34279,7,1,14
37105,8,1,4
40052,8,1,7
245,8,1,4
10793,7,1,9
3299,6,1,8
11785,6,1,7
2002,7,1,7
40938,8,1,5
934,7,1,6
12189,7,1,12
7088,5,1,9
42361,7,1,5
35203,3,1,7
14719,7,1,6
51009,7,1,21
7054,7,1,12
34933,7,1,9
2927,6,1,16
48926,0,1,2
34620,6,1,15
8841,6,1,6
4186,7,1,15
37984,5,1,4
11771,8,1,13
39017,5,1,6
13655,6,1,9
17265,7,1,4
20785,6,1,9
10213,5,1,7
235,8,1,61
20541,6,1,8
10620,8,1,16
8424,6,1,8
19,10,1,47
23755,7,1,15
31404,4,1,9
1210,7,1,4
30503,7,1,8
21,7,1,21
43007,6,1,3
36023,5,1,6
44961,7,1,6
23309,4,1,6
6114,9,1,13
13759,7,1,10
5507,7,1,9
38759,7,1,6
48415,4,1,4
7724,7,1,10
7662,6,1,7
48849,7,1,4
3588,8,1,32
9253,8,1,18
14289,6,1,9
47194,8,1,2
45055,7,1,5
3455,6,1,15
1860,6,1,6
41389,7,1,6
26443,4,1,7
25157,6,1,8
38573,5,1,9
33478,6,1,7
3457,6,1,8
16742,5,1,3
32615,7,1,8
36726,6,1,9
392,7,1,8
14075,6,1,6
41380,6,2,12
38101,8,2,12
39783,8,2,12
41457,10,2,11
48569,10,2,12
49235,0,2,1
32998,9,2,12
34777,6,2,1
1292,8,2,5
4970,7,2,1
34881,6,2,12
31580,7,2,13
33253,7,2,13
25013,8,2,24
41433,9,2,12
22729,7,2,12
27655,5,2,12
11111,8,2,12
9919,7,2,25
36882,6,2,13
40083,4,2,2
38572,3,2,12
4999,5,2,12
34443,7,2,26
39555,6,2,13
