anime_id,score,watching_status,watched_episodes
59,0,1,24
1311,0,1,0
1723,0,1,0
4181,0,1,0
6351,0,1,0
245,0,1,30
1530,0,1,15
5042,0,1,2
7593,0,1,1
9756,0,1,4
9181,0,1,0
2104,0,1,3
5262,0,1,2
5667,0,1,3
6127,0,1,1
4744,8,2,12
5772,8,2,1
659,9,2,1
357,9,2,8
2131,9,2,4
596,0,2,1
2167,0,2,23
4059,0,2,1
1575,10,2,25
2904,10,2,25
63,9,2,12
1817,8,2,1
2494,9,2,12
8074,9,2,12
5680,7,2,13
7791,0,2,26
3958,9,2,13
6205,9,2,12
2403,0,2,12
412,9,2,12
1887,9,2,24
4472,10,2,1
8769,0,2,12
1121,8,2,1
1122,8,2,1
2993,10,2,13
4214,9,2,13
2923,9,2,51
5958,9,2,13
8407,9,2,12
3455,10,2,26
4224,8,2,25
4195,0,3,0
3121,0,3,0
4786,0,3,0
5671,0,3,2
4163,0,3,0
688,0,3,2
689,0,3,0
5525,0,4,2
2964,0,4,1
2979,0,6,0
6547,0,6,0
66,0,6,0
1593,0,6,0
7059,0,6,0
159,0,6,0
1953,0,6,0
2124,0,6,0
4596,0,6,0
241,0,6,0
487,0,6,0
228,0,6,0
1594,0,6,0
3713,0,6,0
6862,0,6,0
3503,0,6,0
2963,0,6,0
7858,0,6,0
849,0,6,0
2236,0,6,0
