anime_id,score,watching_status,watched_episodes
5081,0,1,0
269,0,1,0
1482,8,1,0
6573,9,1,0
6746,0,1,0
226,0,1,0
6702,0,1,0
356,0,1,0
5114,9,1,0
123,0,1,0
74,0,1,0
132,0,1,49
918,9,1,0
4551,8,1,0
5060,0,1,0
5630,8,1,0
934,0,1,26
228,0,1,26
1530,0,1,0
145,0,1,2
1604,0,1,0
6205,0,1,0
6045,9,1,0
1579,0,1,0
5678,9,1,0
3572,0,1,0
5030,0,1,0
877,0,1,0
1735,7,1,0
4081,0,1,4
21,0,1,0
853,9,1,0
5530,9,1,0
5682,0,1,0
2993,0,1,0
2605,0,1,0
355,0,1,0
4722,8,1,0
3588,0,1,0
4654,0,1,0
3457,0,1,0
4752,0,1,0
101,0,2,13
66,10,2,26
2251,10,2,13
57,0,2,26
150,0,2,50
232,9,2,70
2167,8,2,23
1575,9,2,25
2904,9,2,25
2124,0,2,2
1,10,2,26
2025,9,2,25
4182,0,2,1
1535,8,2,37
345,9,2,12
317,6,2,1
227,9,2,6
120,8,2,26
121,8,2,51
153,9,2,45
93,8,2,50
237,8,2,50
2034,9,2,24
164,10,2,1
457,10,2,26
20,8,2,220
2966,9,2,13
205,9,2,26
199,10,2,1
90,8,2,49
2923,8,2,51
3470,0,2,24
849,9,2,14
4224,8,2,25
6,8,2,26
306,0,6,0
369,0,6,0
1689,0,6,0
59,0,6,0
5163,0,6,0
4596,0,6,0
7338,0,6,0
3702,0,6,0
384,0,6,0
7054,0,6,0
1486,0,6,0
2985,0,6,0
3655,0,6,0
525,0,6,0
3366,0,6,0
1965,0,6,0
6444,0,6,0
4896,0,6,0
