"395,39114,8\n"
"395,2390,10\n"
"395,12585,7\n"
"395,18097,7\n"
"395,36913,7\n"
"395,20899,0\n"
"395,7791,0\n"
"395,9366,10\n"
"395,41399,6\n"
"395,34626,7\n"
"395,28623,6\n"
"395,40616,7\n"
"395,39165,7\n"
"395,36520,7\n"
"395,35739,7\n"
"395,36259,10\n"
"395,23299,7\n"
"395,1565,9\n"
"395,1117,9\n"
"395,6178,9\n"
"395,39257,7\n"
"395,34240,10\n"
"395,16498,5\n"
"395,25777,5\n"
"395,38524,6\n"
"395,50265,9\n"
"395,513,7\n"
"395,14227,9\n"
"395,40620,7\n"
"395,43299,7\n"
"395,31245,9\n"
"396,6682,6\n"
"396,36793,7\n"
"396,41457,7\n"
"396,33337,7\n"
"396,30123,8\n"
"396,22199,7\n"
"396,52193,7\n"
"396,41433,7\n"
"396,9117,5\n"
"396,41261,9\n"
"396,49052,10\n"
"396,4074,7\n"
"396,40083,5\n"
"396,2402,7\n"
"396,2251,10\n"
"396,5081,9\n"
"396,36649,8\n"
"396,39195,7\n"
"396,50854,4\n"
"396,48585,1\n"
"396,14967,7\n"
"396,21797,8\n"
"396,42310,8\n"
"396,12549,4\n"
"396,48779,6\n"
"396,35120,7\n"
"396,42571,7\n"
"396,345,7\n"
"396,226,7\n"
"396,41710,6\n"
"396,31433,7\n"
"396,918,8\n"
"396,28977,8\n"
"396,268,9\n"
"396,411,7\n"
"396,1200,8\n"
"396,38830,5\n"
"396,5630,5\n"
"396,43465,6\n"
"396,35413,7\n"
"396,18247,5\n"
"396,23479,6\n"
"396,41514,6\n"
"396,33322,9\n"
"396,153,7\n"
"396,14467,6\n"
"396,7054,8\n"
"396,16706,7\n"
"396,25681,7\n"
"396,43969,4\n"
"396,145,7\n"
"396,1691,7\n"
"396,36407,6\n"
"396,6045,8\n"
"396,37984,7\n"
"396,51064,6\n"
"396,32083,5\n"
"396,558,8\n"
"396,48417,7\n"
"396,19,9\n"
"396,39535,7\n"
"396,12979,7\n"
"396,1735,8\n"
"396,23673,5\n"
"396,41899,4\n"
"396,43007,5\n"
"396,40436,6\n"
"396,27775,8\n"
"396,44961,4\n"
"396,53236,6\n"
"396,48652,8\n"
"396,51495,5\n"
"396,440,7\n"
"396,49618,8\n"
"396,48849,7\n"
"396,45653,7\n"
"396,390,7\n"
"396,11757,5\n"
"396,36511,5\n"
"396,43523,3\n"
"396,39547,7\n"
"396,35714,5\n"
"396,11319,7\n"
"396,3712,8\n"
"396,5764,7\n"
"399,52034,9\n"
"399,40295,6\n"
"399,24151,7\n"
"399,50205,6\n"
"399,57,8\n"
"399,2889,5\n"
"399,52578,4\n"
"399,33071,5\n"
"399,34438,5\n"
"399,11843,7\n"
"399,38668,2\n"
"399,38691,6\n"
"399,51417,5\n"
"399,33049,9\n"
"399,10087,9\n"
"399,48649,5\n"
"399,15335,8\n"
"399,25303,5\n"
"399,12069,6\n"
"399,13331,7\n"
"399,48561,7\n"
"399,3889,3\n"
"399,50325,7\n"
"399,51693,5\n"
"399,9656,4\n"
"399,32937,7\n"
"399,34544,7\n"
"399,11771,9\n"
"399,16894,9\n"
"399,32870,5\n"
"399,31812,5\n"
"399,20141,6\n"
"399,48981,7\n"
"399,30379,5\n"
"399,8857,5\n"
"399,51105,5\n"
"399,462,7\n"
"399,463,7\n"
"399,465,6\n"
"399,34134,5\n"
"399,5341,6\n"
"399,12067,6\n"
"399,46,6\n"
"399,205,7\n"
"399,39569,7\n"
"399,33036,6\n"
"399,849,9\n"
"399,36511,5\n"
"399,37799,5\n"
"399,658,6\n"
"399,1925,5\n"
"399,37095,7\n"
"399,14813,7\n"
"399,39547,8\n"
"399,46431,4\n"
"399,1107,6\n"
"399,38474,8\n"
"400,48569,10\n"
"400,33184,7\n"
"400,38003,10\n"
"400,39533,10\n"
"400,54856,10\n"
"400,42361,7\n"
"400,50338,8\n"
"400,32083,7\n"
"400,40397,8\n"
"400,33487,7\n"
"400,16067,10\n"
"400,34240,8\n"
"400,16498,9\n"
"400,23209,0\n"
"400,54234,7\n"
"400,11757,7\n"
"400,16417,8\n"
"400,47159,8\n"
"400,23847,10\n"
"400,34445,8\n"
"400,40174,9\n"
"402,298,8\n"
"402,22729,7\n"
"402,14751,8\n"
"402,997,8\n"
"402,33486,9\n"
"402,41468,7\n"
"402,37435,9\n"
"402,1996,5\n"
"402,430,6\n"
"402,9135,0\n"
"402,25183,8\n"
"402,239,7\n"
"402,39533,8\n"
"402,8425,7\n"
"402,25303,7\n"
"402,6064,7\n"
"402,16700,9\n"
"402,40046,8\n"
"402,452,7\n"
"402,36992,8\n"
"402,1501,7\n"
"402,24439,8\n"
"402,801,9\n"
"402,40397,8\n"
"402,20,8\n"
"402,442,9\n"
"402,11033,8\n"
"402,3848,7\n"
"402,10588,7\n"
"402,1120,7\n"
"402,13601,10\n"
"402,45,10\n"
"402,3759,5\n"
"402,91,9\n"
"402,2273,9\n"
"402,27899,4\n"
"402,687,9\n"
"402,2685,8\n"
"402,7,9\n"
"402,155,10\n"
"402,2006,8\n"
"402,6951,8\n"
"402,763,0\n"
"404,25013,7\n"
"404,11433,8\n"
"404,28999,9\n"
"404,596,9\n"
"404,10029,10\n"
"404,8624,9\n"
"404,33203,8\n"
"404,34834,7\n"
"404,9760,10\n"
"404,7054,9\n"
"404,32380,10\n"
"404,35905,8\n"
"404,42249,10\n"
"404,37779,9\n"
"405,3791,9\n"
"405,1691,7\n"
"405,576,7\n"
"405,853,3\n"
"405,3588,8\n"
"405,3457,8\n"
"405,1840,5\n"
"406,6408,0\n"
"406,857,10\n"
"406,17082,0\n"
"406,6987,0\n"
"406,33839,0\n"
"406,9989,10\n"
"406,11701,0\n"
"406,24833,10\n"
"406,30654,10\n"
"406,43751,0\n"
"406,40712,0\n"
"406,4901,0\n"
"406,39819,0\n"
"406,2167,10\n"
"406,933,10\n"
"406,5025,0\n"
"406,27833,10\n"
"406,31552,0\n"
"406,40956,10\n"
"406,36914,0\n"
"406,14829,0\n"
"406,41025,0\n"
"406,27633,0\n"
"406,34213,0\n"
"406,40323,0\n"
"406,38337,10\n"
"406,268,10\n"
"406,49154,0\n"
"406,12189,0\n"
"406,731,0\n"
"406,40530,0\n"
"406,40661,0\n"
"406,37991,10\n"
"406,14467,0\n"
"406,47778,10\n"
"406,22535,10\n"
"406,33191,10\n"
"406,32949,10\n"
"406,25517,10\n"
"406,39196,10\n"
"406,1364,0\n"
"406,1365,0\n"
"406,1366,0\n"
"406,38935,0\n"
"406,32182,0\n"
"406,35946,10\n"
"406,34577,10\n"
"406,31722,10\n"
"406,21451,0\n"
"406,20507,10\n"
"406,30503,10\n"
"406,39652,0\n"
"406,36431,0\n"
"406,42517,0\n"
"406,14749,0\n"
"406,42282,0\n"
"406,40834,0\n"
"406,50380,10\n"
"406,42203,10\n"
"406,19469,10\n"
"406,10119,0\n"
"406,49782,0\n"
"406,42205,10\n"
"406,53074,0\n"
"406,16498,10\n"
"406,30,10\n"
"406,37430,10\n"
"406,41353,0\n"
"406,22319,10\n"
"406,42249,10\n"
"406,50307,0\n"
"406,4224,10\n"
"406,37920,10\n"
"406,38349,0\n"
"406,39617,0\n"
"406,28677,10\n"
"406,22537,0\n"
"406,6377,10\n"
"407,12291,6\n"
"407,477,9\n"
"407,9544,7\n"
"407,10719,7\n"
"407,16934,7\n"
"407,813,9\n"
"407,9289,8\n"
"407,10604,6\n"
"407,9760,6\n"
"407,10357,8\n"
"407,12413,7\n"
"407,7791,8\n"
"407,5205,8\n"
"407,11887,8\n"
"407,2034,9\n"
"407,24701,10\n"
"407,4437,6\n"
"407,6325,6\n"
"407,8769,8\n"
"407,12531,9\n"
"407,22319,6\n"
"409,48569,9\n"
"409,21995,8\n"
"409,34572,10\n"
"409,38408,10\n"
"409,59,5\n"
"409,14741,8\n"
"409,39175,7\n"
"409,26349,7\n"
"409,36633,7\n"
"409,6880,7\n"
"409,9379,5\n"
"409,43779,4\n"
"409,6372,7\n"
"409,9760,6\n"
"409,20899,8\n"
"409,38594,7\n"
"409,30831,8\n"
"409,40496,8\n"
"409,52211,10\n"
"409,39535,9\n"
"409,30885,7\n"
"409,46102,8\n"
"409,53149,9\n"
"409,31181,9\n"
"409,47790,8\n"
"409,44074,10\n"
"409,50265,9\n"
"409,10863,10\n"
"409,33036,5\n"
"409,55651,7\n"
"409,45598,10\n"
"409,34498,6\n"
"409,37936,10\n"
"409,23847,8\n"
"410,20787,9\n"
"410,52578,8\n"
"410,40904,7\n"
"410,28223,5\n"
"410,34279,7\n"
"410,13161,6\n"
"410,7088,4\n"
"410,18247,5\n"
"410,52446,5\n"
"410,16668,7\n"
"410,3503,5\n"
"410,32281,10\n"
"410,7593,4\n"
"410,17247,7\n"
"410,49470,7\n"
"410,34577,7\n"
"410,39701,5\n"
"410,38483,5\n"
"410,30015,6\n"
"410,52461,5\n"
"410,30749,5\n"
"410,47790,8\n"
"410,23233,4\n"
"410,35790,9\n"
"410,53446,5\n"
"412,5762,6\n"
"412,48858,7\n"
"412,34777,6\n"
"412,24699,6\n"
"412,39085,6\n"
"412,857,7\n"
"412,9201,6\n"
"412,33253,7\n"
"412,9849,7\n"
"412,30128,8\n"
"412,37320,6\n"
"412,31810,6\n"
"412,48880,6\n"
"412,27911,6\n"
"412,1051,7\n"
"412,38572,6\n"
"412,8516,7\n"
"412,7573,4\n"
"412,34636,8\n"
"412,50854,8\n"
"412,10218,7\n"
"412,12113,7\n"
"412,1401,6\n"
"412,30782,6\n"
"412,10694,6\n"
"412,40904,7\n"
"412,31331,5\n"
"412,10764,6\n"
"412,28999,7\n"
"412,37089,6\n"
"412,2875,6\n"
"412,3105,5\n"
"412,39523,5\n"
"412,25731,7\n"
"412,15583,8\n"
"412,6880,7\n"
"412,31163,7\n"
"412,31339,7\n"
"412,28121,8\n"
"412,32887,7\n"
"412,6746,7\n"
"412,35972,6\n"
"412,33047,8\n"
"412,26057,7\n"
"412,33049,9\n"
"412,10087,9\n"
"412,13263,8\n"
"412,9434,6\n"
"412,12957,6\n"
"412,10172,6\n"
"412,8110,6\n"
"412,71,8\n"
"412,1015,7\n"
"412,384,6\n"
"412,49930,7\n"
"412,7472,8\n"
"412,37491,9\n"
"412,39463,7\n"
"412,34759,6\n"
"412,30721,7\n"
"412,15699,7\n"
"412,9289,8\n"
"412,41282,5\n"
"412,2991,4\n"
"412,37141,7\n"
"412,15451,7\n"
"412,20995,6\n"
"412,35512,6\n"
"412,24273,7\n"
"412,34107,6\n"
"412,43465,9\n"
"412,36121,6\n"
"412,29703,7\n"
"412,3896,5\n"
